13.5, 13.3, 0.05, 438.7, 351.1, 0.88, 57.2, 9.0, -1.6, -11.4
17.2, 13.3, 0.0, 720.5, 322.5, 2.34, 53.7, 12.0, -1.3, -11.4
16.3, 13.3, 0.89, 439.3, 365.0, 2.3, 63.4, 12.3, -0.9, -11.4
12.1, 13.3, 0.1, 895.3, 273.3, 2.87, 57.4, 8.3, -0.7, -11.4
14.3, 13.3, 0.0, 824.4, 293.6, 0.75, 55.4, 9.7, -0.5, -11.4
15.6, 13.3, 0.01, 501.0, 351.3, 1.26, 53.6, 10.8, -0.3, -11.4
14.1, 13.3, 0.98, 440.6, 354.0, 3.69, 63.4, 10.5, 0.0, -11.4
10.0, 13.3, 0.03, 536.9, 319.2, 1.59, 57.4, 6.6, 0.0, -11.4
9.4, 13.3, 0.23, 441.0, 330.9, 1.78, 60.3, 6.1, 0.0, -11.4
9.0, 13.3, 0.05, 539.6, 314.3, 1.94, 57.9, 5.4, 0.0, -11.4
9.5, 13.3, 0.29, 608.9, 306.5, 3.0, 59.7, 5.9, 0.0, -11.4
10.4, 13.3, 0.27, 596.4, 312.3, 3.71, 57.7, 6.7, 0.0, -11.4
13.1, 13.3, 0.0, 694.1, 309.3, 2.66, 52.5, 8.6, 0.0, -11.4
17.5, 13.3, 0.01, 765.1, 317.3, 2.9, 47.8, 12.5, 0.2, -11.4
20.1, 13.3, 0.0, 825.9, 318.6, 2.19, 48.1, 15.0, 0.5, -11.4
21.8, 13.3, 0.0, 820.5, 326.7, 1.84, 47.4, 16.5, 0.8, -11.4
22.1, 13.3, 0.68, 557.4, 375.0, 1.62, 57.7, 17.2, 1.1, -11.4
21.2, 13.3, 1.24, 442.5, 390.4, 0.92, 65.5, 16.6, 1.4, -11.4
21.1, 13.3, 0.26, 658.0, 352.1, 0.97, 61.7, 16.7, 1.7, -11.4
22.8, 13.3, 0.0, 760.0, 342.0, 0.98, 52.0, 17.9, 1.9, -11.4
22.9, 13.3, 0.0, 634.6, 364.6, 1.73, 46.6, 18.2, 2.2, -11.4
23.0, 13.3, 0.0, 835.7, 328.9, 2.76, 43.8, 18.5, 2.5, -11.4
19.9, 13.3, 0.0, 958.1, 294.0, 3.33, 41.2, 16.2, 2.7, -11.4
19.0, 13.51, 0.0, 849.2, 310.8, 1.91, 52.7, 15.2, 2.8, -11.4
20.2, 13.51, 0.0, 913.4, 302.9, 1.69, 47.8, 16.3, 3.0, -11.4
19.8, 13.51, 0.0, 866.7, 310.2, 1.29, 46.1, 15.9, 3.1, -11.4
21.8, 13.51, 0.0, 746.2, 343.0, 1.21, 44.7, 17.9, 3.3, -11.4
21.0, 13.51, 0.69, 575.6, 373.6, 1.07, 58.5, 17.3, 3.5, -11.4
18.7, 13.51, 1.14, 571.2, 362.4, 2.3, 63.6, 15.6, 3.6, -11.4
19.1, 13.51, 0.0, 570.5, 364.4, 0.9, 53.9, 15.4, 3.7, -11.4
18.9, 13.51, 1.23, 482.7, 380.4, 2.26, 67.8, 15.7, 3.8, -11.4
17.1, 13.51, 1.04, 684.2, 332.6, 1.29, 74.2, 14.1, 3.9, -11.4
21.4, 13.51, 0.0, 616.7, 366.5, 1.1, 61.0, 17.6, 4.0, -11.4
23.3, 13.51, 0.0, 397.4, 421.6, 0.53, 55.1, 19.2, 4.1, -11.4
17.0, 13.51, 3.22, 398.4, 386.2, 2.39, 75.1, 15.3, 4.3, -11.4
12.6, 13.51, 0.1, 856.7, 279.8, 2.08, 71.1, 10.0, 4.3, -11.4
14.6, 13.51, 0.23, 884.6, 282.3, 1.36, 64.0, 11.2, 4.3, -11.4
